time,gyro_x
16.43,0.045
16.44,-0.486
16.45,-0.096
16.46,-0.135
16.47,0.191
16.48,-0.142
16.49,-0.266
16.5,-0.215
16.51,0.235
16.52,0.055
16.53,-0.17
16.54,-0.128
16.55,-0.456
16.56,0.038
16.57,-0.493
16.58,0.14
16.59,-0.011
16.6,0.559
16.61,-0.307
16.62,-0.052
16.63,0.429
16.64,0.283
16.65,-0.183
16.66,0.052
16.67,0.002
16.68,0.078
16.69,-0.161
16.7,-0.004
16.71,-0.375
16.72,0.064
16.73,0.148
16.74,-0.016
16.75,-0.357
16.76,0.299
16.77,0.148
16.78,-0.119
16.79,-0.003
16.8,-0.303
16.81,-0.179
16.82,-0.052
16.83,0.394
16.84,-0.069
16.85,0.256
16.86,-0.035
16.87,0.166
16.88,0.073
16.89,0.33
16.9,-0.018
16.91,-0.274
16.92,-0.223
16.93,-0.007
16.94,-0.184
16.95,0.234
16.96,0.018
16.97,0.73
16.98,-0.296
16.99,0.192
17.0,-0.139
17.01,0.021
17.02,0.181
17.03,-0.434
17.04,0.207
17.05,0.625
17.06,0.036
17.07,0.215
17.08,0.406
17.09,0.109
17.1,0.004
17.11,-0.42
17.12,0.309
17.13,0.119
17.14,-0.107
17.15,0.177
17.16,-0.002
17.17,0.01
17.18,0.292
17.19,-0.197
17.2,0.398
17.21,-0.216
17.22,-0.035
17.23,0.608
17.24,0.406
17.25,0.146
17.26,-0.117
17.27,-0.018
17.28,0.129
17.29,0.116
17.3,0.08
17.31,0.091
17.32,0.041
17.33,-0.271
17.34,-0.044
17.35,0.309
17.36,-0.267
17.37,0.023
17.38,-0.139
17.39,0.088
17.4,-0.042
17.41,0.419
17.42,0.171
17.43,-0.289
17.44,0.201
17.45,-0.166
17.46,-0.122
17.47,0.095
17.48,-0.112
17.49,0.229
17.5,-0.194
17.51,-0.16
17.52,-0.175
17.53,-0.158
17.54,0.252
17.55,0.129
17.56,0.394
17.57,0.528
17.58,-0.302
17.59,-0.032
17.6,-0.349
17.61,-0.255
17.62,-0.223
17.63,-0.335
17.64,-0.339
17.65,-0.116
17.66,-0.389
17.67,0.121
17.68,-0.324
17.69,0.604
17.7,-0.216
17.71,-0.089
17.72,-0.434
17.73,0.312
17.74,0.162
17.75,-0.047
17.76,-0.461
17.77,-0.075
17.78,-0.411
17.79,0.232
17.8,0.067
17.81,-0.114
17.82,-0.749
17.83,-0.388
17.84,0.028
17.85,0.158
17.86,0.131
17.87,-0.546
17.88,-0.073
17.89,0.105
17.9,-0.564
17.91,-0.152
17.92,-0.082
17.93,-0.225
17.94,-0.612
17.95,-0.23
17.96,-0.23
17.97,-0.184
17.98,-0.287
17.99,-0.255
18.0,-0.153
18.01,-0.03
18.02,-0.215
18.03,-0.239
18.04,-0.111
18.05,-0.612
18.06,-0.009
18.07,-0.126
18.08,-0.113
18.09,0.121
18.1,-0.604
18.11,-0.605
18.12,-0.04
18.13,-0.106
18.14,-0.057
18.15,-0.211
18.16,0.075
18.17,0.147
18.18,0.039
18.19,-0.142
18.2,-0.599
18.21,0.125
18.22,0.243
18.23,0.104
18.24,-0.272
18.25,0.122
18.26,0.174
18.27,0.354
18.28,-0.249
18.29,-0.081
18.3,0.168
18.31,0.001
18.32,-0.287
18.33,0.102
18.34,0.148
18.35,0.031
18.36,0.07
18.37,-0.044
18.38,0.396
18.39,-0.193
18.4,-0.11
18.41,0.045
18.42,0.268
18.43,-0.321
18.44,-0.269
18.45,-0.446
18.46,0.077
18.47,-0.206
18.48,-0.017
18.49,0.249
18.5,-0.072
18.51,0.15
18.52,0.022
18.53,0.269
18.54,0.224
18.55,-0.064
18.56,0.071
18.57,0.378
18.58,0.219
18.59,-0.226
18.6,0.291
18.61,-0.142
18.62,0.485
18.63,0.391
18.64,0.21
18.65,0.179
18.66,0.089
18.67,0.313
18.68,0.052
18.69,0.205
18.7,0.365
18.71,0.008
18.72,-0.005
18.73,-0.149
18.74,-0.116
18.75,-0.307
18.76,0.332
18.77,0.602
18.78,0.505
18.79,-0.258
18.8,0.329
18.81,0.502
18.82,0.031
18.83,0.169
18.84,-0.361
18.85,0.206
18.86,-0.129
18.87,0.185
18.88,-0.258
18.89,0.265
18.9,0.383
18.91,-0.072
18.92,-0.164
18.93,-0.422
18.94,0.047
18.95,-0.036
18.96,-0.282
18.97,0.215
18.98,-0.015
18.99,-0.176
19.0,-0.05
19.01,0.351
19.02,0.23
19.03,0.041
19.04,0.224
19.05,-0.226
19.06,0.067
19.07,0.09
19.08,-0.069
19.09,0.152
19.1,-0.158
19.11,0.159
19.12,0.164
19.13,-0.709
19.14,0.313
19.15,-0.752
19.16,-0.15
19.17,0.254
19.18,-0.087
19.19,-0.38
19.2,-0.292
19.21,0.232
19.22,-0.51
19.23,0.247
19.24,-0.055
19.25,-0.344
19.26,-0.197
19.27,-0.311
19.28,0.154
19.29,0.116
19.3,-0.502
19.31,-0.178
19.32,-0.298
19.33,0.237
19.34,-0.429
19.35,0.305
19.36,-0.108
19.37,-0.395
19.38,-0.277
19.39,-0.312
19.4,-0.434
19.41,-0.095
19.42,-0.429
19.43,-0.671
19.44,-0.224
19.45,-0.582
19.46,-0.322
19.47,-0.364
19.48,-0.357
19.49,0.359
19.5,-0.129
19.51,-0.083
19.52,-0.59
19.53,-0.31
19.54,-0.094
19.55,-0.405
19.56,0.078
19.57,-0.45
19.58,-0.222
19.59,-0.296
19.6,-0.109
19.61,-0.309
19.62,-0.216
19.63,-0.207
19.64,-0.33
19.65,-0.024
19.66,-0.084
19.67,-0.164
19.68,-0.248
19.69,0.061
19.7,-0.195
19.71,-0.21
19.72,-0.104
19.73,0.296
19.74,-0.46
19.75,0.071
19.76,-0.591
19.77,-0.06
19.78,0.283
19.79,0.015
19.8,-0.06
19.81,-0.239
19.82,-0.086
19.83,-0.153
19.84,-0.282
19.85,-0.153
19.86,-0.026
19.87,-0.262
19.88,-0.267
19.89,-0.4
19.9,0.042
19.91,0.086
19.92,0.013
19.93,0.202
19.94,-0.012
19.95,0.07
19.96,0.053
19.97,-0.04
19.98,-0.144
19.99,0.548
